PA_ID,electorate,votes,non_votes,con_votes,lab_votes,libdem_votes,green_votes,ukip_votes,plaid_votes,other_votes
339,63957,48791,15166,28474,7472,4913,1956,5467,0,509
340,61133,34828,26305,18199,10838,1962,1765,1557,0,507
341,70155,47218,22937,24467,11877,1490,1633,7600,0,151
343,81238,59253,21985,23249,8574,20415,2322,4321,0,372
344,68193,48125,20068,23252,14246,1827,1370,7133,0,297
346,79108,50728,28380,3367,39628,1490,1270,4973,0,0
349,70906,49676,21230,16114,24474,1298,1582,6058,0,150
350,61922,41738,20184,16378,17643,1390,2093,4060,0,174
351,81799,45048,36751,7791,24758,1529,3558,7082,0,330
352,64754,38196,26558,7997,20530,1296,1117,7256,0,0
353,69097,48291,20806,15887,23137,2569,2541,3706,0,451
354,61974,43357,18617,8083,13041,15948,3042,2997,0,246
355,64950,38423,26527,7729,18456,1495,3217,7104,0,422
356,75430,48068,27362,11034,29386,1233,1468,4290,0,657
357,73518,45942,27576,9628,0,2127,2533,3832,0,27822
358,63204,34522,28682,8848,16051,1507,1878,5950,0,288
359,72193,51548,20645,25505,0,2033,1174,8704,0,14132
360,76851,53926,22925,28700,11876,3987,0,9363,0,0
361,75905,45123,30782,10216,24312,1150,0,8903,0,542
362,69481,50540,18941,19206,5000,18123,2784,5427,0,0
363,73428,47426,26002,7056,28572,2497,5932,2013,0,1356
364,66913,42923,23990,9574,23907,2455,2429,3886,0,672
365,72290,48125,24165,11633,24347,3709,4077,3764,0,595
366,64580,40703,23877,8939,23856,2304,2974,2341,0,289
367,74234,51467,22767,28389,10200,2700,1976,8082,0,120
368,74121,46852,27269,19976,18533,1992,0,5721,0,630
370,70829,44263,26566,4245,0,1719,5372,2510,0,30417
371,61908,38403,23505,1802,31222,899,956,3445,0,79
372,61549,40974,20575,4098,0,2454,2140,3375,0,28907
373,63651,41031,22620,2710,0,959,996,3475,0,32891
375,59314,38574,20740,5534,15948,751,689,6269,8853,530
377,75217,52020,23197,25762,16579,2130,1845,5704,0,0
378,74870,50336,24534,25755,9077,2255,1549,10778,0,922
379,66374,48063,18311,26093,5902,6469,2435,7164,0,0
380,67329,42571,24758,12739,22243,1299,972,5318,0,0
381,67741,42216,25525,12949,0,3183,1237,5129,0,19718
382,71712,49598,22114,26063,11252,3842,2404,6037,0,0
383,74187,53855,20332,35453,6394,5337,1915,4539,0,217
384,73181,50010,23171,22745,5268,12036,1396,7930,0,635
385,74320,44788,29532,8752,23208,1639,1136,10053,0,0
386,69066,48045,21021,29112,5690,2157,1504,7042,0,2540
387,86078,45331,40747,6133,0,1867,3838,5033,0,28460
388,72992,42019,30973,4063,28187,1782,4108,3434,0,445
389,74102,49966,24136,4872,26843,11970,4048,2172,0,61
390,77534,47193,30341,13288,18603,1642,1486,11850,0,324
391,72738,51717,21021,31578,5656,4987,1831,7665,0,0
392,81928,52603,29325,28791,9996,2638,2170,8908,0,100
393,61716,32715,29001,3292,17619,1351,603,6106,3099,645
394,61873,32706,29167,5388,18584,1220,1407,6107,0,0
395,71154,45677,25477,16925,19193,1564,1060,6935,0,0
397,86826,57692,29134,27244,17491,3575,2255,6852,0,275
398,89656,58949,30707,27601,0,2309,1936,7803,0,19300
399,68474,45142,23332,10458,27380,1378,1422,4287,0,217
400,74038,55140,18898,33434,4565,7981,2979,6181,0,0
401,62248,47462,14786,23701,12719,2496,1629,4942,1875,100
402,48690,33757,14933,15204,1900,9879,1260,3769,1745,0
404,66985,43242,23743,19691,15101,1612,1395,5358,0,85
405,75820,48250,27570,18776,0,1426,1264,7951,0,18833
408,56097,37135,18962,5691,16270,1173,1185,6094,6722,0
409,72697,49447,23250,27819,6018,4626,2327,8657,0,0
410,68446,47410,21036,28420,5133,3293,2748,7816,0,0
411,73747,52302,21445,29834,11360,2385,1792,6294,0,637
412,79512,57300,22212,34973,4837,8605,2324,6195,0,366
413,67619,42997,24622,15870,16520,1826,1246,7252,0,283
414,58147,35085,23062,6628,19301,2218,1724,5214,0,0
415,64243,39222,25021,6884,19378,4332,3426,4910,0,292
416,67902,44891,23011,10536,20689,4366,1515,7447,0,338
417,56015,35108,20907,9585,14290,2251,887,6466,1231,398
418,62137,40347,21790,13123,16633,1581,1272,6134,1604,0
420,69928,48253,21675,22794,4736,11560,2216,6726,0,221
421,77154,52212,24942,27206,9585,3300,2191,9930,0,0
422,68867,49414,19453,15256,5043,19299,1488,8328,0,0
423,74402,47371,27031,24727,10779,1673,1780,8412,0,0
424,80721,57123,23598,30995,10502,4689,3090,7847,0,0
425,76970,50110,26860,25515,8649,2217,2075,11654,0,0
426,82592,45897,36695,9569,25213,1330,0,9785,0,0
427,59144,39411,19733,16699,13454,1401,1503,6354,0,0
428,61287,38884,22403,16163,12370,1673,1403,7114,0,161
429,85781,60862,24919,36607,10191,3613,2247,8204,0,0
430,64515,43592,20923,19052,14589,1894,1939,5986,0,132
431,74875,48463,26412,11379,19033,6607,6749,4539,0,156
432,60464,35209,25255,7314,0,1475,3473,3501,0,19446
433,65918,35343,30575,7423,19283,847,1088,6542,0,160
434,68987,43465,25522,13761,20697,1532,2345,4900,0,230
435,68037,45749,22288,20827,15945,816,1281,6582,0,298
437,55572,35250,20322,5620,18663,1072,754,5420,3556,165
438,66035,46748,19287,24682,8879,1644,1336,8528,0,1679
439,71475,44483,26992,11527,17529,5718,1152,8557,0,0
440,71652,43137,28515,8187,23630,1589,839,8892,0,0
442,68129,49032,19097,28152,7645,3330,1732,8173,0,0
443,78978,50689,28289,10076,25356,5453,5890,3451,0,463
444,76174,57247,18927,26153,7274,16571,2497,3963,0,789
447,64573,44448,20125,20978,15525,1487,1043,5415,0,0
448,70817,46854,23963,12968,19691,2957,0,10738,0,500
449,65209,43921,21288,26202,6308,3745,2313,5353,0,0
451,72530,47075,25455,18684,16759,1774,1218,7485,0,1155
452,68246,42606,25640,16020,14994,1265,1023,9152,0,152
453,73274,47963,25311,18120,0,2008,3401,6731,0,17703
454,58940,37882,21058,6569,15554,4904,992,5085,4348,430
455,72557,47393,25164,23745,6102,5572,2198,7956,0,1820
456,82081,51044,31037,12962,29886,2149,2463,3128,0,456
457,73105,45390,27715,21343,10806,2828,1450,8660,0,303
458,71639,41903,29736,14585,8184,9344,3145,5595,0,1050
459,57291,40556,16735,16383,11414,780,1452,4257,2518,3752
460,59981,33469,26512,6688,0,1244,1643,5139,0,18755
461,70533,50927,19606,23637,19136,1926,1539,4689,0,0
462,63923,42813,21110,23018,12838,2717,2067,1989,0,184
463,77174,53220,23954,29088,6705,1622,1529,11858,0,2418
464,73232,50494,22738,23217,16697,3719,3214,3647,0,0
465,72567,48404,24163,23082,16432,2355,1406,4826,0,303
466,64826,40919,23907,6630,0,7558,880,7516,0,18335
467,65531,44098,21433,20771,13717,1349,960,7133,0,168
468,73429,51349,22080,29151,6578,5369,3434,6817,0,0
470,51811,31538,20273,2116,15976,474,453,3998,8521,0
471,77379,52243,25136,25404,11798,2756,2193,8250,0,1842
472,79062,53999,25063,27744,7124,3465,2313,8194,0,5159
473,77303,59101,18202,34404,7296,11389,3548,2464,0,0
474,77248,45430,31818,7742,20961,4667,1382,8519,0,2159
475,77119,52516,24603,23142,10396,1251,1516,16009,0,202
476,71935,43608,28327,20241,10765,1459,2195,8948,0,0
477,72594,49178,23416,25067,10268,1413,1222,11208,0,0
478,66519,48398,18121,26285,5749,8573,2280,5511,0,0
480,73779,49024,24755,22847,17193,806,1046,6862,0,270
481,74275,47019,27256,10945,20501,1992,0,13204,0,377
482,63698,37823,25875,4656,19860,1093,0,11414,0,800
483,71655,49006,22649,24040,13695,2776,1415,6855,0,225
484,73216,51222,21994,30521,10297,2537,1801,5598,0,468
485,73771,50052,23719,29901,7767,3362,2071,6951,0,0
486,73278,55164,18114,28354,14525,2783,3559,5943,0,0
488,79693,54603,25090,30383,8383,4407,2325,8678,0,427
489,80615,57563,23052,32926,6791,6079,2174,7935,0,1658
490,75825,54433,21392,25392,12660,10076,2034,4271,0,0
491,76607,50361,26246,20250,5150,12077,2318,8503,0,2063
492,75262,46256,29006,9087,26378,2046,1762,6983,0,0
493,77720,48397,29323,7707,28950,2737,2237,6766,0,0
494,65570,48312,17258,18491,4510,16022,3051,5720,0,518
495,74291,43261,31030,8823,21364,1614,2251,7806,0,1403
496,69582,50705,18877,28192,7771,5099,2762,6152,0,729
497,73511,47739,25772,20613,14413,2159,2185,8162,0,207
498,64025,36941,27084,12259,15393,770,887,6329,0,1303
499,62844,38716,24128,11432,18275,1370,1213,6426,0,0
500,67744,49021,18723,14513,26359,2086,1184,4879,0,0
501,76082,52804,23278,27725,14168,1920,1465,7389,0,137
502,71958,50124,21834,28531,6448,3937,2238,8970,0,0
503,70874,40053,30821,4407,22663,1802,1712,8856,0,613
504,72321,44173,28148,4917,24308,4278,6999,3296,0,375
505,72351,55481,16870,7544,19862,22215,1772,3575,0,513
506,67950,42048,25902,6792,20269,4746,2566,7315,0,360
507,70422,41685,28737,7242,21439,2226,1117,9128,0,533
508,73349,50698,22651,22833,18186,1094,1108,7399,0,78
509,70464,50542,19922,25269,15645,1949,2657,4479,0,543
510,76400,54102,22298,24628,15063,4268,2247,7813,0,83
511,78858,52573,26285,27041,10547,3148,2575,9262,0,0
512,76018,49378,26640,24425,9673,1563,1185,12257,0,275
513,76645,54559,22086,30248,9487,4057,3116,7651,0,0
514,87972,61944,26028,34805,10690,3500,0,9716,0,3233
515,86366,48275,38091,16085,23421,1275,1220,6274,0,0
516,77956,54779,23177,26956,5693,14054,1632,6361,0,83
517,80161,58942,21219,31540,8441,7486,3806,7669,0,0
518,69380,51110,18270,25439,12690,4029,2802,6150,0,0
519,83281,60309,22972,31960,4419,11692,5434,6439,0,365
520,76460,49207,27253,29303,6122,1466,1580,10736,0,0
521,76489,52370,24119,24313,18368,2312,0,7377,0,0
522,62730,36265,26465,6021,18589,639,1614,7975,0,1427
523,72281,44710,27571,18656,0,1595,1876,6010,0,16573
524,70270,43652,26618,14207,18017,2121,2568,5566,0,1173
525,66876,44509,22367,22175,8154,4129,2083,7803,0,165
526,67326,44101,23225,12330,8468,13652,1230,7429,0,992
527,71592,49079,22513,24386,9114,3163,1724,10234,0,458
528,68705,48767,19938,23606,14429,1348,1390,6293,0,1701
529,63104,42587,20517,21770,11596,1759,1226,6236,0,0
530,72771,49598,23173,29478,9107,1448,1298,8267,0,0
531,71357,41034,30323,11761,0,1256,1850,7720,0,18447
532,70597,47799,22798,21291,0,1582,1369,6864,0,16693
534,63931,39649,24282,9710,19771,3034,1753,5206,0,175
535,66126,39571,26555,11069,19436,884,0,7581,0,601
536,75111,51797,23314,24221,0,1366,952,5480,0,19778
537,60634,31084,29550,7008,12220,1296,1123,7041,0,2396
538,71438,38654,32784,10593,15429,1137,1091,9542,0,862
539,68091,39107,28984,12780,15319,1309,1029,8298,0,372
540,67339,47031,20308,25733,9483,2473,1191,7620,0,531
541,69077,46029,23048,21195,14501,1538,1021,7774,0,0
543,71304,51459,19845,29674,6677,6182,2128,6798,0,0
544,79137,49933,29204,12540,26474,4491,4421,1602,0,405
545,69026,46386,22640,12916,24601,1362,2187,5068,0,252
546,80544,60819,19725,27813,0,2086,2779,4848,0,23293
547,76666,54089,22577,30317,10173,3314,2664,7459,0,162
548,77816,55594,22222,28855,10013,4777,3294,8655,0,0
549,73836,51907,21929,27546,10001,4044,2253,7897,0,166
550,76198,49232,26966,25684,8604,2465,1779,10700,0,0
551,72950,41762,31188,9780,20959,1105,1706,7997,0,215
552,79654,56103,23551,32211,6627,5189,2159,9553,0,364
553,79515,54431,25084,32582,6100,4937,2400,7778,0,634
554,77548,57119,20429,34199,5415,3586,3105,5643,0,5171
555,81034,57492,23542,32268,7982,6604,2453,6898,0,1287
556,69228,49905,19323,20732,5546,16811,1051,5341,0,424
557,74956,50854,24102,27782,11365,2627,1426,7489,0,165
558,58011,33618,24393,5142,17807,1392,0,5779,3498,0
559,58776,35156,23620,7931,0,3178,1784,4744,2266,15253
560,80983,52242,28741,26295,14509,1704,1723,8011,0,0
561,73926,49263,24663,22777,16992,1817,1757,5920,0,0
562,71913,47174,24739,23606,12304,1427,1110,8727,0,0
563,65004,45298,19706,26552,8311,3850,1714,4871,0,0
564,83221,57887,25334,27849,5347,12358,2630,6921,0,2782
565,66166,40645,25521,16094,15364,927,930,7330,0,0
566,78910,55344,23566,30176,8204,7629,2207,7128,0,0
567,71478,47053,24425,23045,8411,1645,1719,12097,0,136
568,70970,49401,21569,18838,11740,932,1076,16026,0,789
569,77451,52365,25086,27545,8089,4703,2404,7805,0,1819
570,66066,48570,17496,19924,3775,18429,1316,5126,0,0
571,77559,49564,27995,16692,16156,644,0,15718,0,354
572,76270,53763,22507,29030,6835,5626,3415,8857,0,0
573,74877,53670,21207,31887,7604,3660,2366,8153,0,0
574,76782,53529,23253,22421,25263,2107,2201,1537,0,0
575,76350,48079,28271,19551,4166,16265,1557,6540,0,0
576,61896,37937,23959,8769,16938,1271,746,7203,2169,841
577,68630,47097,21533,24941,5988,4667,4845,6656,0,0
578,70803,42558,28245,5090,28654,1756,3931,1512,0,1615
579,73601,51544,22057,22681,7814,8681,4483,5967,0,1918
580,73429,51428,22001,30181,7307,4342,2659,6481,0,458
581,80250,62004,18246,25580,7129,23563,2463,3069,0,200
582,77524,53495,24029,17551,25791,1595,2017,6541,0,0
583,79300,46818,32482,8997,26191,2075,1442,7618,0,495
587,70631,44811,25820,22511,11816,2215,1414,6346,0,509
588,56505,35261,21244,13760,13523,915,0,4577,2486,0
589,72794,51293,21501,23607,16727,1309,1054,5489,2869,238
590,82231,47941,34290,13070,25778,3312,3658,1385,0,738
591,70521,42973,27548,14688,17301,1483,1069,7862,0,570
592,65495,43366,22129,9828,26176,1011,1288,5063,0,0
593,67080,36883,30197,12455,14392,840,529,8122,0,545
594,67743,41838,25905,13733,19740,676,1149,6540,0,0
595,67015,41796,25219,5584,0,1661,2661,2507,0,29383
596,60705,38528,22177,8386,19267,2407,1454,7014,0,0
597,82931,58320,24611,31092,9343,7611,2986,7288,0,0
598,63738,37829,25909,7310,22012,805,1465,6237,0,0
599,72104,45419,26685,12797,21720,1881,1264,7757,0,0
600,84767,59353,25414,25928,23178,3335,1765,4909,0,238
601,71578,50581,20997,24249,17643,2512,1994,4183,0,0
602,70152,47377,22775,20042,17069,978,894,8256,0,138
603,68190,37257,30933,7033,20478,993,1091,7321,0,341
604,83535,56149,27386,24400,14606,10152,1332,5481,0,178
605,80166,52196,27970,22104,19696,1055,1761,7580,0,0
606,80236,57017,23219,32508,6165,5180,3623,9541,0,0
607,68407,46867,21540,20227,19421,1395,1183,4547,0,94
608,74317,50430,23887,26265,9839,2240,2218,9868,0,0
609,79405,56904,22501,26247,3780,18662,2331,5644,0,240
610,73247,50205,23042,25281,13128,3140,1742,6556,0,358
611,74283,43189,31094,6441,24571,1135,0,10733,0,309
612,63637,37492,26145,9347,18817,751,628,7949,0,0
613,65524,35026,30498,8365,0,550,697,8836,0,16578
614,90640,52793,37847,8146,36132,1430,2651,3950,0,484
615,62346,39514,22832,16527,18504,1457,1322,1489,0,215
616,65857,48929,16928,16245,2661,25194,1798,3031,0,0
617,80309,52552,27757,25203,9594,5486,2592,9366,0,311
618,75990,45293,30697,9389,23625,1255,1273,8818,0,933
619,67851,50556,17295,28938,4930,7892,2350,5813,0,633
620,73018,51643,21375,27198,6948,5482,2985,9030,0,0
621,65853,48422,17431,25225,12606,6129,1986,2476,0,0
622,74119,55316,18803,30425,4613,13511,2645,4122,0,0
623,71538,50160,21378,31797,6714,4323,1834,4992,0,500
624,56956,41837,15119,15566,20165,1474,895,3737,0,0
625,55377,41858,13519,18481,18898,1433,0,2772,0,274
626,67090,47168,19922,27123,7467,2891,2038,7569,0,80
627,79767,58482,21285,35201,10046,3953,2970,5352,0,960
628,74269,51964,22305,29199,8389,6047,2109,5873,0,347
629,77881,55999,21882,32329,8132,7572,2092,5516,0,358
630,61065,34003,27062,10174,15669,935,701,6524,0,0
631,62556,34764,27792,7761,18539,798,605,7061,0,0
632,60368,40209,20159,16573,17374,845,1058,4310,0,49
633,72461,49723,22738,22534,16888,1677,2024,6378,0,222
634,73069,52225,20844,29763,7548,3750,1933,9231,0,0
635,73394,54100,19294,30342,7244,5245,3505,7764,0,0
636,58615,38463,20152,11596,16282,1708,1149,7538,0,190
637,72177,42048,30129,12654,18600,1100,1242,7688,0,764
638,74775,49898,24877,24686,9737,3360,2605,8267,0,1243
639,75617,50763,24854,26124,7955,4477,2938,9269,0,0
640,65942,45437,20505,22579,11836,1959,1443,7620,0,0
641,50992,32719,18273,10350,12181,1735,669,5072,2501,211
642,76371,51439,24932,26444,11588,4546,3086,5198,0,577
643,70637,49893,20744,26528,12377,2712,1699,6577,0,0
644,77407,49440,27967,22394,9523,1228,1117,7967,0,7211
645,75994,43263,32731,11124,21693,1927,1658,6354,0,507
646,82447,56933,25514,24178,4053,18865,2191,7646,0,0
647,49939,34926,15013,7393,10871,751,0,5121,10642,148
648,75351,47677,27674,13496,0,3804,4791,4795,0,20791
649,78561,53903,24658,26477,13348,6269,2558,5251,0,0
650,81023,49991,31032,25276,10343,2966,1731,8955,0,720
