year,electorate,votes,non_votes,con_votes,lab_votes,libdem_votes,green_votes,ukip_votes,plaid_votes,other_votes,pa_id
2010,68062,41526,26536,13845,15433,7016,398,3188,0,1646,452
2010,72938,43894,29044,15050,13901,10829,904,2854,0,356,453
2010,58205,36671,21534,5932,14220,11435,361,1229,2673,821,454
2010,72641,47436,25205,22532,6041,14991,0,2507,0,1365,455
2010,74955,46700,28255,12649,18679,5209,449,565,0,9149,456
2010,70329,44118,26211,19533,12244,8874,461,1812,0,1194,457
2010,70242,41264,28978,13721,5640,18921,716,876,0,1390,458
2010,57400,39602,17798,16944,12339,5759,0,906,3654,0,459
2010,61187,32505,28682,7060,15668,7935,0,1462,0,380,460
2010,69257,49083,20174,18874,17215,10224,0,1221,0,1549,461
2010,63371,40785,22586,21223,11170,6907,591,435,0,459,462
2010,75661,52343,23318,30257,7577,7919,0,2211,0,4379,463
2010,74929,49985,24944,21269,12729,13664,1069,1086,0,168,464
2010,72120,47530,24590,20523,14519,9546,582,1508,0,852,465
2010,67127,41963,25164,5790,13741,18955,0,1875,0,1602,466
2010,66573,44018,22555,19138,13317,7750,393,1497,0,1923,467
2010,71604,49978,21626,26688,5672,13097,1087,2089,0,1345,468
2010,51554,31072,20482,1993,17183,3309,0,358,5630,2599,470
2010,77789,52287,25502,26298,11529,10732,0,3496,0,232,471
2010,80563,53412,27151,33541,8150,10205,1516,0,0,0,472
2010,77751,59268,18483,29461,2979,25370,572,669,0,217,473
2010,78952,45907,33045,8305,16699,15810,0,1999,0,3094,474
2010,73758,47971,25787,23604,13651,7800,734,0,0,2182,475
2010,71467,41631,29836,19509,8459,8084,707,2405,0,2467,476
2010,71306,46481,24825,26031,9077,5572,447,2050,0,3304,477
2010,68157,48939,19218,24345,3116,20189,0,1289,0,0,478
2010,73229,47128,26101,19691,15198,8541,0,1617,0,2081,480
2010,72847,46758,26089,13281,19147,8111,0,2613,0,3606,481
2010,63563,37506,26057,6279,16741,5994,0,2220,0,6272,482
2010,68914,47468,21446,20901,14901,9434,451,406,0,1375,483
2010,70873,50205,20668,28866,9806,8345,740,1351,0,1097,484
2010,72566,48150,24416,26915,6446,10406,696,3146,0,541,485
2010,72955,53687,19268,27470,11128,11659,1251,2179,0,0,486
2010,77185,55220,21965,28228,7893,14228,0,2526,0,2345,488
2010,76035,54369,21666,30155,5288,14913,735,2228,0,1050,489
2010,70058,52835,17223,21533,9288,19228,758,2028,0,0,490
2010,75284,47238,28046,18877,3386,20189,0,1757,0,3029,491
2010,74985,44556,30429,9940,23041,8992,0,2100,0,483,492
2010,77975,46081,31894,8209,24364,10242,0,1226,0,2040,493
2010,66944,45921,21023,17900,3751,19619,1308,2560,0,783,494
2010,75483,41533,33950,8497,16655,10930,0,1084,0,4367,495
2010,67430,48481,18949,23859,3690,17893,506,1392,0,1141,496
2010,75470,49282,26188,21108,12978,11093,734,1484,0,1885,497
2010,63089,37034,26055,12091,14640,6774,396,1686,0,1447,498
2010,64728,40222,24506,9445,18141,8033,0,1479,0,3124,499
2010,67511,48463,19048,16445,20307,9656,0,2055,0,0,500
2010,72804,51728,21076,25562,13297,9180,0,1635,0,2054,501
2010,69591,49408,20183,28076,6541,10561,0,1782,0,2448,502
2010,67740,38914,28826,4468,21400,7768,0,1596,0,3682,503
2010,67554,41468,26086,4206,17138,16973,1556,652,0,943,504
2010,68798,51135,17663,12040,8228,27324,919,1195,0,1429,505
2010,65571,40871,24700,7081,17409,11602,989,1530,0,2260,506
2010,67068,41408,25660,7202,20169,9664,0,1889,0,2484,507
2010,71443,48954,22489,19211,18997,7283,0,1490,0,1973,508
2010,67689,49427,18262,24002,14058,9890,1477,0,0,0,509
2010,75446,53045,22401,23313,10915,15369,565,1627,0,1256,510
2010,78930,51869,27061,26692,9406,10864,808,2432,0,1667,511
2010,75855,48578,27277,24313,11930,7943,0,2610,0,1782,512
2010,77381,54724,22657,27685,5498,17735,0,1909,0,1897,513
2010,84806,59530,25276,30719,10051,10814,0,2163,0,5783,514
2010,77473,47742,29731,16361,21884,6943,542,1517,0,495,515
2010,76288,55129,21159,23460,4891,23635,0,1200,0,1943,516
2010,77306,57941,19365,28549,6448,20687,0,2257,0,0,517
2010,67881,51203,16678,21130,16216,11433,670,1754,0,0,518
2010,81548,60612,20936,26976,2675,28793,0,1932,0,236,519
2010,76243,50188,26055,29639,7024,7759,724,3246,0,1796,520
2010,75822,51458,24364,23396,17842,7271,0,1895,0,1054,521
2010,64084,36518,27566,7886,18995,5189,762,0,0,3686,522
2010,74532,44412,30120,16134,16326,9256,600,1928,0,168,523
2010,71931,44187,27744,14588,17001,9865,881,1726,0,126,524
2010,66918,43606,23312,20086,5850,12816,644,1714,0,2496,525
2010,67200,43757,23443,15683,4116,21707,0,2251,0,0,526
2010,70479,47304,23175,22261,7789,12242,0,4009,0,1003,527
2010,70667,50239,20428,22047,16587,8211,564,1727,0,1103,528
2010,62137,43815,18322,19793,13104,7338,0,3580,0,0,529
2010,73849,50440,23409,26834,10244,8427,0,2753,0,2182,530
2010,69081,40879,28202,13445,16189,6965,679,1342,0,2259,531
2010,68937,44651,24286,18491,14913,7432,0,2004,0,1811,532
2010,62879,39128,23751,9913,16697,9778,677,862,0,1201,534
2010,66752,39498,27254,10247,16923,6342,0,1556,0,4430,535
2010,73840,50284,23556,19577,19245,7600,0,1471,0,2391,536
2010,61003,32470,28533,6833,12605,7039,0,1402,0,4591,537
2010,72054,40196,31858,9580,17815,7120,0,2485,0,3196,538
2010,68032,39852,28180,11316,15446,6323,0,1363,0,5404,539
2010,67062,47229,19833,23890,9770,10598,490,2481,0,0,540
2010,69637,47234,22403,20153,14989,7733,394,2103,0,1862,541
2010,69517,50542,18975,26052,4809,14706,527,1846,0,2602,543
2010,74532,46837,27695,8578,20037,16778,861,0,0,583,544
2010,70991,44910,26081,12886,21821,7601,916,1508,0,178,545
2010,78286,57973,20313,23679,22380,8955,1542,1301,0,116,546
2010,75786,53420,22366,27125,8636,13339,1452,2361,0,507,547
2010,76572,54893,21679,25475,8812,16347,1103,3156,0,0,548
2010,72498,51416,21082,24550,7368,15861,0,3637,0,0,549
2010,74374,48089,26285,24312,7089,11262,0,3085,0,2341,550
2010,74485,42463,32022,12770,19495,7191,0,1094,0,1913,551
2010,76855,54640,22215,31007,4925,14133,0,3770,0,805,552
2010,78107,54347,23760,31326,5552,14037,0,3432,0,0,553
2010,76501,57259,19242,33605,3419,17287,690,1486,0,772,554
2010,77199,55855,21344,28329,3689,20927,645,1423,0,842,555
2010,66658,48508,18150,20548,3376,22156,246,950,0,1232,556
2010,74489,50589,23900,27303,10298,9117,535,1587,0,1749,557
2010,59823,32676,27147,4823,16819,5981,318,839,2181,1715,558
2010,61334,35593,25741,7407,12335,11831,404,716,1437,1463,559
2010,78384,50295,28089,22408,15348,8668,487,1842,0,1542,560
2010,72619,47119,25500,19687,16143,8305,619,2029,0,336,561
2010,71962,46390,25572,21238,15148,7516,0,2253,0,235,562
2010,66746,45231,21515,24687,7803,10200,0,0,0,2541,563
2010,82507,58150,24357,24538,2967,28531,0,2114,0,0,564
2010,65061,41310,23751,14996,15974,6399,0,2428,0,1513,565
2010,76655,53961,22694,25472,6253,19162,525,2230,0,319,566
2010,68602,43343,25259,22826,9298,8400,0,2819,0,0,567
2010,70045,45933,24112,22043,14426,6935,0,2529,0,0,568
2010,76416,38142,38274,20167,5169,8886,0,2502,0,1418,569
2010,64092,48226,15866,17916,3385,25032,0,1709,0,184,570
2010,77758,45821,31937,16869,16777,4901,0,3390,0,3884,571
2010,76808,54894,21914,27614,4907,18294,802,3277,0,0,572
2010,71790,51314,20476,29723,6476,11545,764,1911,0,895,573
2010,73840,50655,23185,19514,22038,7509,609,624,0,361,574
2010,76244,49210,27034,19048,3231,23126,468,2628,0,709,575
2010,61183,37640,23543,7541,16847,6264,438,862,2005,3683,576
2010,67962,47843,20119,21940,3538,17013,1181,2890,0,1281,577
2010,68834,40687,28147,6064,24128,7197,980,466,0,1852,578
2010,70598,48768,21830,20349,4697,19914,858,1911,0,1039,579
2010,73855,50320,23535,28302,5448,12726,914,2054,0,876,580
2010,80569,59721,20848,20343,4583,32483,674,868,0,770,581
2010,75680,52668,23012,18121,23860,7845,538,900,0,1404,582
2010,77690,46405,31285,8514,23505,10621,0,1306,0,2459,583
2010,71160,45076,26084,21758,10542,8995,477,1234,0,2070,587
2010,55781,35534,20247,12508,15017,4472,0,515,2068,954,588
2010,70211,48667,21544,20341,16034,7403,457,1529,2667,236,589
2010,74811,43191,31620,9301,21498,10847,708,0,0,837,590
2010,70812,44444,26368,15841,17454,7256,873,0,0,3020,591
2010,65915,41654,24261,13071,21578,5693,0,1205,0,107,592
2010,64034,36187,27847,12395,13385,4754,0,1737,0,3916,593
2010,64387,40882,23505,14456,16211,5880,0,3449,0,886,594
2010,64625,40994,23631,5734,21252,11774,767,823,0,644,595
2010,61782,38273,23509,6714,17548,10517,601,974,0,1919,596
2010,80456,56341,24115,29284,7855,15737,1044,2421,0,0,597
2010,62751,38270,24481,9484,20240,5929,0,2617,0,0,598
2010,70473,44211,26262,13364,20135,9196,0,0,0,1516,599
2010,79182,54874,24308,19641,18088,15094,427,1624,0,0,600
2010,67800,49032,18768,20876,17363,8977,693,926,0,197,601
2010,70138,47265,22873,18993,18939,5481,0,1335,0,2517,602
2010,68910,37334,31576,8157,19615,6382,0,1267,0,1913,603
2010,80798,55208,25590,19291,14750,17866,885,1199,0,1217,604
2010,78532,51141,27391,20571,19802,6811,1167,2684,0,106,605
2010,76537,54969,21568,31090,5266,13911,1383,3319,0,0,606
2010,67269,43990,23279,16953,15962,8196,338,1018,0,1523,607
2010,76846,51661,25185,24918,13131,8848,480,1636,0,2648,608
2010,79432,55864,23568,23760,4198,24560,631,1711,0,1004,609
2010,72058,48972,23086,27894,10471,8010,796,1643,0,158,610
2010,72586,42106,30480,7396,21316,6787,0,3418,0,3189,611
2010,62668,37950,24718,10961,17657,4993,0,984,0,3355,612
2010,64859,36171,28688,10612,16263,4336,0,1566,0,3394,613
2010,85313,46951,38362,6888,29422,5392,645,766,0,3838,614
2010,66739,39598,27141,15251,17377,5513,478,315,0,664,615
2010,66988,51487,15501,18632,1158,30896,0,801,0,0,616
2010,78487,52716,25771,23356,5772,20665,0,1406,0,1517,617
2010,75407,44140,31267,10917,21404,6797,0,2516,0,2506,618
2010,66315,48699,17616,25114,3239,17631,599,1908,0,208,619
2010,71647,49018,22629,25321,5613,14954,0,2684,0,446,620
2010,65723,47395,18328,23257,10550,11849,590,914,0,235,621
2010,73805,55955,17850,27155,3051,24107,0,1139,0,503,622
2010,69511,49588,19923,30172,4910,11118,628,1612,0,1148,623
2010,56099,39906,16193,15745,16276,6611,0,1274,0,0,624
2010,55050,39372,15678,16726,14290,6630,0,899,0,827,625
2010,66969,46835,20134,24448,8656,9252,1419,3060,0,0,626
2010,78766,57769,20997,33973,7511,11233,2385,2001,0,666,627
2010,73837,52786,21051,26551,4246,19744,0,1997,0,248,628
2010,76386,54528,21858,28754,5516,15262,567,1664,0,2765,629
2010,58931,34894,24037,11964,14448,4711,0,1138,0,2633,630
2010,59884,34707,25177,9912,16505,5277,0,2675,0,338,631
2010,58845,40160,18685,16344,15653,6430,0,1487,0,246,632
2010,72835,48974,23861,19358,16376,9525,735,1360,0,1620,633
2010,72145,50931,21214,27770,7613,11906,593,3049,0,0,634
2010,72807,54093,18714,27213,3661,20459,641,2119,0,0,635
2010,59607,39259,20348,13290,17865,5318,0,876,0,1910,636
2010,72473,41701,30772,13555,17892,6883,0,2037,0,1334,637
2010,74001,48397,25604,23458,8087,12353,1126,2984,0,389,638
2010,75945,49123,26822,25416,5800,13687,996,2924,0,300,639
2010,65544,45968,19576,21922,12472,8019,0,2050,0,1505,640
2010,50872,32976,17896,8375,12161,8503,0,774,2029,1134,641
2010,74175,48151,26024,23423,8326,13863,0,2123,0,416,642
2010,70201,51308,18893,26877,10932,11033,0,2466,0,0,643
2010,76713,50899,25814,18793,7298,6040,0,1498,0,17270,644
2010,79923,40751,39172,10412,17987,9107,0,1405,0,1840,645
2010,82314,57160,25154,18807,2991,31843,0,2357,0,1162,646
2010,50075,34444,15631,7744,11490,2592,0,1201,9029,2388,647
2010,76439,46483,29956,12122,18573,11694,1669,1100,0,1325,648
2010,75939,53300,22639,22912,9108,19224,0,1100,0,956,649
2010,80105,51254,28851,24328,10401,10842,762,2142,0,2779,650
2015,49821,31523,18298,3742,15416,1397,711,4971,3663,1623,1
2015,45525,30148,15377,12513,8514,1391,727,3467,3536,0,2
2015,72430,46191,26239,23369,8468,4076,2025,8253,0,0,7
2015,60215,39497,20718,20558,8835,1330,826,7751,0,197,8
2015,71511,50517,20994,26771,13481,4235,1983,4047,0,0,9
2015,62016,41314,20702,13197,16540,1733,976,7260,1608,0,10
2015,69510,45717,23793,20106,15901,1360,1087,7263,0,0,11
2015,40492,26837,13655,3521,8122,718,0,2277,11790,409,16
2015,77242,56477,20765,34331,6324,4062,3606,8154,0,0,18
2015,77091,47409,29682,10628,19448,7030,0,10150,0,153,19
2015,85177,57372,27805,30094,10580,3433,2467,10798,0,0,20
2015,68343,38918,29425,8610,19366,943,1531,8468,0,0,21
2015,80315,55419,24896,28083,8391,5885,2135,10925,0,0,22
2015,86420,58008,28412,30749,12354,3440,2686,8050,0,729,26
2015,73977,43041,30936,7019,24826,562,897,9554,0,183,28
2015,64534,36560,27974,5485,20376,770,938,7941,0,1050,29
2015,69135,38517,30618,5622,21079,1217,0,9045,0,1554,30
2015,68338,43275,25063,17525,0,1169,1061,5070,0,18450,31
2015,66347,43028,23319,22668,10186,1636,0,8538,0,0,32
2015,71155,45593,25562,19788,11493,1356,0,12097,0,859,33
2015,79665,53076,26589,25769,14706,3919,0,8290,0,392,34
2015,76796,49289,27507,15122,23965,1331,1006,7865,0,0,35
2015,63084,47167,15917,17833,6216,14000,5634,2922,0,562,36
2015,78373,50479,27894,15769,21826,2396,1232,9080,0,176,37
2015,76111,51031,25080,26730,18792,2241,1682,1586,0,0,38
2015,74726,53163,21563,33621,6074,3927,2231,7310,0,0,39
2015,67439,48803,18636,27955,9484,3378,1878,6108,0,0,40
2015,69311,46086,23225,19625,18528,1958,1412,4434,0,129,41
2015,78501,58060,20441,32544,9217,4193,2462,8966,0,678,42
2015,83551,58672,24879,34891,9247,3418,2537,8579,0,0,43
2015,79285,51304,27981,28212,10399,2646,2106,7941,0,0,44
2015,83298,51424,31874,6051,22146,17657,2023,3254,0,293,49
2015,56969,40423,16546,16603,6042,11689,1488,4513,0,88,50
2015,82727,52924,29803,8070,32387,2395,4906,3219,0,1947,52
2015,80805,52677,28128,25363,13160,2900,1802,8794,0,658,53
2015,78796,55218,23578,30245,7797,4199,2807,10170,0,0,54
2015,64828,43685,21143,20643,11451,1308,950,9182,0,151,55
2015,62410,39144,23266,5816,26468,1396,1626,3838,0,0,56
2015,65591,41293,24298,15812,18518,1184,1371,4154,0,254,57
2015,65128,34684,30444,10695,15824,965,948,6040,0,212,58
2015,76330,47046,29284,8329,28147,5459,2200,2131,0,780,59
2015,75302,41039,34263,4707,28069,2624,835,4651,0,153,60
2015,68128,35916,32212,4576,26444,1374,1501,1805,0,216,61
2015,71428,42461,28967,15164,17673,1349,1169,7106,0,0,62
2015,69943,41260,28683,8869,23697,2001,1330,5032,0,331,63
2015,75092,45294,29798,13137,21584,2517,2301,5755,0,0,64
2015,72146,41151,30995,5760,17129,10534,698,6637,0,393,65
2015,66070,39389,26681,12799,16307,1723,1545,7015,0,0,66
2015,73260,43999,29261,12002,24762,955,0,6280,0,0,67
2015,71913,37112,34801,5581,22982,874,1567,6108,0,0,68
2015,62468,39393,23075,17508,14168,948,889,5823,0,57,69
2015,57411,32436,24975,10963,13548,743,841,5613,0,728,70
2015,51335,31683,19652,3419,18380,620,738,5677,2849,0,71
2015,67901,44936,22965,7838,22090,5497,1648,7863,0,0,72
2015,61247,38461,22786,8346,17813,2265,1453,8584,0,0,73
2015,72995,47116,25879,24185,6508,4240,1942,10241,0,0,74
2015,71979,43998,27981,10764,22542,1464,0,9228,0,0,75
2015,67895,43161,24734,14164,18541,1236,1103,8117,0,0,76
2015,69687,40743,28944,8289,20555,1072,1200,9627,0,0,77
2015,72719,48592,24127,19744,18943,1947,0,7428,0,530,78
2015,70145,45152,24993,3639,33619,978,1501,4915,0,500,79
2015,67064,43339,23725,18981,7142,1015,800,14645,0,756,80
2015,79738,53582,26156,22939,9354,11951,0,9338,0,0,81
2015,72275,44827,27448,22060,7448,3752,3263,7401,0,903,82
2015,72082,41773,30309,20155,7386,3281,3107,7745,0,99,83
2015,81271,53086,28185,29606,8956,3983,2202,8339,0,0,84
2015,66121,41406,24715,4682,19312,12228,871,4103,0,210,85
2015,63674,37600,26074,9878,16328,1094,1243,9057,0,0,86
2015,63372,40290,23082,6160,19977,1173,1085,3140,0,8755,87
2015,73557,50283,23274,27071,9296,2488,1564,9461,0,403,88
2015,54441,40074,14367,16453,5904,11351,1261,3338,1767,0,89
2015,77038,47032,30006,9567,29216,3937,1912,1850,0,550,90
2015,82196,52235,29961,17517,28351,2607,1539,2024,0,197,91
2015,84602,57355,27247,24631,25096,2305,2120,3203,0,0,92
2015,71918,51897,20021,30534,6492,4577,1397,8724,0,173,93
2015,59998,39453,20545,12697,14624,1648,736,5911,2784,1053,94
2015,80491,54447,26044,25020,9589,6765,2636,10437,0,0,95
2015,68488,43270,25218,22946,11770,764,915,6694,0,181,96
2015,67858,45306,22552,18428,17738,1365,3187,4446,0,142,97
2015,76557,54676,21881,12448,14904,1525,22871,2724,0,204,98
2015,71193,46213,24980,14168,18148,2689,3827,7152,0,229,99
2015,74743,51805,22938,22767,17823,3214,2952,4889,0,160,100
2015,81496,50842,30654,12377,19505,4416,5861,8381,0,302,101
2015,91236,64218,27018,9752,22900,12103,17227,1940,0,296,102
2015,73552,53089,20463,26808,9970,5178,2252,8881,0,0,103
2015,65477,44066,21411,23343,9779,2836,1823,6285,0,0,104
2015,73337,52245,21092,28133,11604,2616,1729,8163,0,0,105
2015,72944,46024,26920,25797,8470,1467,1216,9074,0,0,106
2015,71764,53440,18324,24163,19876,2120,1544,5674,0,63,107
2015,77425,53692,23733,0,0,0,7400,11675,0,34617,108
2015,64477,39746,24731,5374,14951,11707,850,6864,0,0,109
2015,75248,48974,26274,24376,13484,1232,1224,8658,0,0,110
2015,67580,45230,22350,18970,18592,932,1141,5595,0,0,111
2015,73883,47215,26668,16350,21272,1690,1434,6299,0,170,112
2015,85982,59341,26641,31815,10514,3581,4692,8739,0,0,113
2015,63603,40283,23320,6683,17864,935,937,7791,5895,178,114
2015,77754,53541,24213,23354,18927,2666,2090,5950,0,554,116
2015,82746,51561,31185,6790,32614,2580,5187,2413,0,1977,117
2015,66944,45868,21076,18452,11448,5687,2608,6776,0,897,118
2015,83384,51774,31610,8117,18646,18047,4109,2668,0,187,119
2015,82990,51780,31210,28524,7476,2314,1816,11650,0,0,120
2015,90318,61100,29218,32070,10927,3479,2159,12275,0,190,121
2015,84132,61540,22592,31454,10860,9368,3848,6010,0,0,122
2015,84570,59506,25064,28845,9013,12008,3047,6593,0,0,123
2015,74532,47099,27433,20811,15888,1270,906,8224,0,0,124
2015,81341,53465,27876,22918,13120,6227,3746,7289,0,165,125
2015,57456,38646,18810,5674,15462,10481,2461,2499,1925,144,126
2015,67196,51151,16045,21709,19572,1953,1254,3953,2301,409,127
2015,76006,46667,29339,12513,0,2318,1746,6423,3443,20224,128
2015,66762,43792,22970,11014,17803,2069,1704,4923,6096,183,129
2015,65827,42587,23240,18873,16099,1087,1125,5277,0,126,130
2015,55750,39399,16351,8336,9541,928,1091,4363,15140,0,131
2015,57755,40350,17405,17626,11572,963,1290,4698,4201,0,132
2015,69981,47613,22368,15093,7150,16603,1492,7049,0,226,133
2015,68170,45450,22720,23112,6283,801,1076,14178,0,0,134
2015,54242,37416,16826,4123,3615,13414,2088,3829,10347,0,135
2015,77269,52261,25008,28384,11453,3605,0,8330,0,489,136
2015,66355,43073,23282,21614,10159,1360,1101,8581,0,258,137
2015,73239,53095,20144,22889,8673,16436,0,4423,0,674,138
2015,78580,53817,24763,27732,9482,6394,1892,7652,0,665,139
2015,63478,40226,23252,25322,9300,2091,1474,2039,0,0,140
2015,77287,53735,23552,24790,3902,18274,2689,3808,0,272,141
2015,72547,52730,19817,31138,6712,4761,2901,7218,0,0,142
2015,74485,51161,23324,22025,22118,2870,0,4148,0,0,143
2015,71625,45567,26058,8231,21829,6301,1352,7523,0,331,144
2015,83396,57139,26257,32953,6933,4865,3742,8540,0,106,145
2015,66680,43804,22876,20999,12613,2400,1854,5644,0,294,146
2015,74218,55407,18811,26354,4561,16278,2330,5884,0,0,147
2015,77807,53013,24794,25759,18103,2381,2501,4151,0,118,148
2015,74679,51712,22967,18792,23322,1354,1111,6995,0,138,149
2015,69303,49707,19596,28887,4745,3263,2149,10663,0,0,150
2015,60992,36185,24807,19570,9899,2521,1953,1894,0,348,151
2015,68936,44207,24729,16205,6364,812,1184,19642,0,0,152
2015,71008,45089,25919,21026,13133,1346,1013,8356,0,215,153
2015,54996,35064,19932,10649,13051,1349,915,5480,3620,0,154
2015,58644,38028,20616,16463,9733,1387,0,4988,4651,806,155
2015,74204,48593,25611,18919,7852,13344,2499,5870,0,109,157
2015,82516,56800,25716,25246,19868,3407,1919,5734,0,626,158
2015,72503,50976,21527,27164,10391,4623,1876,6922,0,0,159
2015,62087,39631,22456,14186,16750,1368,1179,6148,0,0,160
2015,79775,56174,23601,24023,0,1458,1374,7708,0,21611,161
2015,67192,48245,18947,21689,2621,15068,2063,6121,0,683,162
2015,71071,50498,20573,25516,4692,8521,2718,7698,0,1353,163
2015,78290,56667,21623,32045,5240,10568,2626,6188,0,0,164
2015,75462,42231,33231,9751,22025,2007,1245,6278,0,925,165
2015,73626,45246,28380,14048,18557,1810,1961,7101,0,1769,166
2015,70397,43699,26698,15284,18472,1779,1719,5709,0,736,167
2015,73936,48550,25386,22829,16303,1339,1100,6979,0,0,168
2015,74169,49896,24273,22445,18825,1374,0,7252,0,0,169
2015,78171,52941,25230,22753,22588,1152,1454,4810,0,184,170
2015,85941,53522,32419,12149,0,1919,2515,2899,0,34040,171
2015,82010,57712,24298,31448,14308,3448,2154,6068,0,286,172
2015,51422,30472,20950,3676,14532,830,799,4976,5126,533,174
2015,69128,43050,26078,10492,17830,717,806,12850,0,355,175
2015,65851,41141,24710,14479,17637,1966,1444,5392,0,223,176
2015,75209,52418,22791,25670,13325,1454,1324,10434,0,211,177
2015,72873,52518,20355,30550,9491,2352,1829,8296,0,0,178
2015,53639,37457,16182,12257,15187,1380,680,6150,1803,0,179
2015,66141,38681,27460,9150,19661,957,1466,7225,0,222,180
2015,69794,44745,25049,16402,16361,3832,1618,6532,0,0,181
2015,70240,40820,29420,11179,20007,1717,1208,6341,0,368,182
2015,63476,47361,16115,24805,10761,3965,2173,5508,0,149,183
2015,67477,47729,19748,24908,12134,2292,1898,6497,0,0,184
2015,71445,47948,23497,17605,19488,2004,1059,7631,0,161,185
2015,73923,50762,23161,25066,13595,1887,1216,8998,0,0,186
2015,69205,49006,20199,28295,6360,3954,2853,7544,0,0,187
2015,72737,54448,18289,28436,6985,6643,4866,7171,0,347,188
2015,76519,54717,21802,25401,5591,3715,0,6870,0,13140,189
2015,74737,52320,22417,22341,3699,15405,3018,7719,0,138,190
2015,71035,50372,20663,28500,8391,3767,2408,7306,0,0,191
2015,78621,56584,22037,28774,6015,7483,3941,10371,0,0,192
2015,79770,53630,26140,20955,22406,1924,1366,6649,0,330,193
2015,71299,42486,28813,10736,19621,1487,0,9963,0,679,194
2015,71136,40420,30716,8386,19840,1717,0,9747,0,730,195
2015,70989,39501,31488,7235,20708,1005,757,8928,0,868,196
2015,64299,46499,17800,23639,2767,13109,1321,5663,0,0,197
2015,73759,53385,20374,30227,4785,6226,3038,9109,0,0,198
2015,71534,48597,22937,23756,11762,2901,2275,7304,0,599,199
2015,78000,56458,21542,28329,5633,12199,3242,7055,0,0,200
2015,72930,50224,22706,21737,15443,1572,1295,10177,0,0,201
2015,60717,37992,22725,11704,15885,478,517,9113,0,295,204
2015,60363,38210,22153,16723,12453,828,970,7236,0,0,205
2015,76575,51362,25213,11650,27772,5055,4844,1606,0,435,206
2015,68725,45669,23056,10157,21596,5153,2687,5232,0,844,214
2015,65359,40146,25213,8403,22047,2046,1246,6404,0,0,215
2015,69816,42818,26998,10018,20074,3894,1567,7265,0,0,216
2015,44394,28913,15481,6550,3904,1153,981,3126,11811,1388,217
2015,71422,50894,20528,21728,22002,3106,1841,1926,0,291,218
2015,73881,48510,25371,14419,26745,1575,1635,3922,0,214,219
2015,65606,43321,22285,9387,28147,1550,2007,1769,0,461,220
2015,61659,34624,27035,4478,21132,834,733,6491,0,956,221
2015,87382,52290,35092,6311,40563,856,1299,2622,0,639,222
